id,locatie_gegevens_cc,zenddatum__c,status,cust_id,invoicing_f_code_initialized_confirmed,cust_id_business_held_confirmed,ontvangstdatum,aanmaakdatum,locatie_gegevens_continent,vehicle_id,invoicing_f_code_paid_date_confirmed,z_list_price,wgtKg_123X,dimension_package_for_shipment,driver_id,invoicing_f_code_createddate_confirmed,invoicing_f_code_status,shipment_type_id,invoicing_f_code_initialized_unconfirmed,cust_id_business_held_hetoudesysteem
995,FR,1677283200000,Delivered,32300,6027,517,1677369600000,1676851200000,Europe,cbc-e7r3p-v36x8d,1677369600000,24.76,6 19,12 x 12 x 86,C1-hiqyf1c01jti,1676851200000,Paid,1,6027.0,4-qnlzf
868,JP,1680048000000,Delivered,27007,5900,61,1680134400000,1679875200000,Asia,ccc-yi5r6-drm0ih,1680220800000,68.68,17 17,12 x 17 x 90,A1-fbazprbgr4hd,1679961600000,Paid,1,5900.0,4-xcfej
209,FR,1680480000000,Delivered,14275,5241,638,1680566400000,1679875200000,Europe,cdc-m2bjz-95lkbp,1679961600000,15.7,7 85,12 x 19 x 139,B1-kxfrpybslkob,1679875200000,Paid,2,5241.0,9-l84g1
382,JP,1680393600000,Delivered,83639,5414,481,1680566400000,1680220800000,Asia,ccc-yi5r6-drm0ih,1680480000000,80.36,20 09,12 x 19 x 89,C1-cpbugpokl9v7,1680220800000,Paid,1,5414.0,9-dqpj9
226,IN,1682035200000,Delivered,66851,5258,581,1682121600000,1680566400000,Asia,ccc-9adkq-ylpooc,1680566400000,82.24,41 12,12 x 21 x 128,B1-xcezp1y8nv62,1680566400000,Paid,2,5258.0,3-oygd1
935,FR,1686960000000,Delivered,71101,5967,368,1686960000000,1686787200000,Europe,aba-0l4wo-2yxyyb,1687392000000,107.84,26 96,12 x 22 x 83,B1-dsgyraz6fkj7,1686873600000,Paid,1,5967.0,1-ugcfi
100,JP,1689984000000,Delivered,62684,5132,754,1690070400000,1687824000000,Asia,ccc-srqka-g3tbqf,1688428800000,48.46,24 23,12 x 26 x 131,B1-uqap0thbm8kq,1687824000000,Paid,2,5132.0,2-rctzl
327,JP,1683936000000,Delivered,40482,5359,35,1684108800000,1683676800000,Asia,cbc-lw65i-5g2uik,1684108800000,171.4,42 85,12 x 28 x 141,C1-qhp3tte5dphq,1683763200000,Paid,1,5359.0,2-2w8lp
502,JP,1696636800000,Delivered,65692,5534,106,1696809600000,1696377600000,Asia,aba-2kxl6-rtdcm6,1696636800000,16.48,4 12,12 x 31 x 83,B1-d8gmdfp7zw37,1696377600000,Paid,1,5534.0,8-qlerr
106,DE,1679011200000,Delivered,10692,5138,849,1679356800000,1677628800000,Europe,cbc-tb9ic-fo6q4r,1677888000000,57.24,28 62,12 x 32 x 145,B1-wjunhi3uz4xa,1677628800000,Paid,2,5138.0,3-pdg9h
535,IN,1674604800000,Delivered,13514,5567,930,1674691200000,1674172800000,Asia,cbc-daqto-px3npx,1674518400000,65.76,16 44,12 x 34 x 136,A1-4mkqxbm6zywt,1674172800000,Paid,1,5567.0,1-l4tgy
261,FR,1680912000000,Delivered,59902,5293,125,1680912000000,1680566400000,Europe,cdc-ytbam-c1ioc9,1680739200000,104.84,26 21,12 x 34 x 146,C1-aplq2jichpem,1680652800000,Paid,1,5293.0,2-qg47o
794,AU,1699056000000,Created,52801,5826,234,1699401600000,1696377600000,Australia,cbc-ke7dm-3myvkk,1696982400000,95.42,47 71,12 x 35 x 59,A1-eixkpln3woad,1696464000000,Paid,2,5826.0,3-fkiwo
362,GB,1675900800000,Delivered,16205,5394,553,1676160000000,1673395200000,Europe,cbc-xixid-icfcsk,1673654400000,53.24,26 62,12 x 40 x 94,C1-tk3ygetsueuf,1673395200000,Paid,2,5394.0,2-s8sv0
6,DE,1694044800000,Delivered,20881,5038,68,1694131200000,1693612800000,Europe,aba-owho8-iquft2,1694304000000,104.68,26 17,12 x 41 x 71,C1-cpbugpokl9v7,1693699200000,Paid,1,5038.0,8-ga78s
68,AU,1698710400000,Delivered,54164,5100,477,1698710400000,1698451200000,Australia,cbc-ijfcx-ekvfq0,-9223372036855,8.56,2 14,12 x 46 x 109,A1-easxbkqjrtpf,1698537600000,Pending,1,5100.0,2-hqa3z
435,US,1694304000000,Delivered,27340,5467,276,1694390400000,1693872000000,North America,cdc-iof3b-a5xigu,1694304000000,20.94,10 47,12 x 49 x 76,C1-yd5vmtol8ngh,1693872000000,Paid,2,5467.0,7-nhswg
575,US,1698019200000,Delivered,81979,5607,815,1698105600000,1697500800000,North America,aba-wl1jd-otfy8g,-9223372036855,124.24,31 06,12 x 8 x 51,A1-5kviciks6iea,1697587200000,Pending,1,5607.0,2-3c6oh
861,DE,1697155200000,Delivered,24055,5893,203,1697241600000,1696982400000,Europe,aba-uwwzm-kgfxgr,1697241600000,148.48,37 12,13 x 11 x 108,B1-xcezp1y8nv62,1696982400000,Paid,1,5893.0,1-4snoc
962,GB,1676592000000,Delivered,13250,5994,960,1676851200000,1674432000000,Europe,aba-7jlna-kw48wt,1674864000000,30.12,15 06,13 x 11 x 121,A1-h1mlz5zxzttx,1674518400000,Paid,2,5994.0,1-xphul
443,CA,1692489600000,Delivered,22162,5475,215,1692748800000,1690329600000,North America,ccc-rnhki-ikmx2b,1690502400000,23.8,11 9,13 x 13 x 84,B1-wjpqfe6aph9u,1690329600000,Paid,2,5475.0,9-rplac
274,US,1684972800000,Delivered,38963,5306,743,1685059200000,1684454400000,North America,ccc-tw4dl-ysjcfh,1684800000000,197.28,49 32,13 x 17 x 129,C1-yvfxlbt8jejx,1684454400000,Paid,1,5306.0,0-sz22b
264,CA,1696291200000,Delivered,42370,5296,235,1696377600000,1695859200000,North America,aba-rh9jk-9ne9td,1696032000000,170.72,42 68,13 x 18 x 146,A1-r8gmvwxsfmam,1695945600000,Paid,1,5296.0,2-zdcjw
75,DE,1677974400000,Delivered,39940,5107,806,1678320000000,1676160000000,Europe,ccc-i7idq-x98ipc,1676332800000,3.72,1 86,13 x 19 x 103,A1-4mkqxbm6zywt,1676160000000,Paid,2,5107.0,0-rfib2
991,US,1691971200000,Delivered,29692,6023,125,1692144000000,1691712000000,North America,aba-0wfp2-fizwnd,1691798400000,107.04,26 76,13 x 21 x 116,C1-tsvhxparqaho,1691798400000,Paid,1,6023.0,2-qg47o
378,CA,1700352000000,Created,58728,5410,710,1700611200000,1697760000000,North America,ccc-ckf2u-pwb8gp,-9223372036855,43.3,21 65,13 x 26 x 148,C1-tsvhxparqaho,1697760000000,Pending,2,5410.0,0-rdpye
101,IN,1687392000000,Delivered,51052,5133,182,1687737600000,1685750400000,Asia,aba-vv6nk-zklpng,1686355200000,42.4,21 2,13 x 28 x 73,C1-2nyqpxvfznas,1685750400000,Paid,2,5133.0,0-4mj0p
151,AU,1678147200000,Delivered,63063,5183,880,1678579200000,1676851200000,Australia,cdc-ol5zv-j4zp4h,1677456000000,21.66,10 83,13 x 29 x 138,C1-yd5vmtol8ngh,1676937600000,Paid,2,5183.0,0-8enw7
563,GB,1685059200000,Delivered,74817,5595,132,1685145600000,1683849600000,Europe,aba-2kxl6-rtdcm6,1684368000000,14.76,7 38,13 x 34 x 106,A1-5kviciks6iea,1683936000000,Paid,2,5595.0,5-3adz9
69,FR,1677283200000,Delivered,89257,5101,504,1677369600000,1676937600000,Europe,aba-hxz1y-h2qhcr,1677456000000,136.04,34 01,13 x 35 x 134,C1-bqvwg7ogabwg,1676937600000,Paid,1,5101.0,2-ocuto
91,FR,1681948800000,Delivered,36372,5123,8,1682035200000,1681257600000,Europe,cad-ep35l-gzwtgz,1681862400000,25.24,12 62,13 x 36 x 83,C1-yvfxlbt8jejx,1681257600000,Paid,2,5123.0,2-5vj0f
156,JP,1697587200000,Delivered,93389,5188,481,1697846400000,1695254400000,Asia,aba-o8otz-thzwbk,1695772800000,9.16,4 58,13 x 43 x 146,C1-lizqqs1pyect,1695254400000,Paid,2,5188.0,9-dqpj9
121,JP,1680566400000,Delivered,21016,5153,119,1680566400000,1680307200000,Asia,aba-vkm9k-fp2zdn,1680825600000,84.06,42 03,13 x 44 x 150,C1-yvfxlbt8jejx,1680393600000,Paid,2,5153.0,7-01vbh
150,FR,1689120000000,Delivered,57080,5182,547,1689206400000,1687132800000,Europe,aba-wrbw5-nj3aze,1687564800000,69.96,34 98,13 x 47 x 124,A1-4mkqxbm6zywt,1687219200000,Paid,2,5182.0,9-g8b8f
738,JP,1675036800000,Delivered,50466,5770,56,1675123200000,1674604800000,Asia,cad-4xwww-bz3asf,1675123200000,21.28,5 32,13 x 47 x 95,B1-wjunhi3uz4xa,1674691200000,Paid,1,5770.0,7-k2auu
976,GB,1699401600000,Created,45624,6008,855,1699574400000,1698364800000,Europe,aba-7jlna-kw48wt,-9223372036855,12.8,6 4,13 x 48 x 84,A1-nlprebisxlor,1698451200000,Pending,2,6008.0,8-kyws5
64,US,1697500800000,Delivered,33659,5096,928,1697760000000,1696118400000,North America,cbc-vupb9-nmwqql,1696118400000,8.34,4 17,13 x 48 x 95,C1-8rkv7u4z0qhg,1696118400000,Paid,2,5096.0,9-yp4yc
395,US,1683849600000,Delivered,98601,5427,224,1683849600000,1683504000000,North America,cdc-ixws9-tlkqem,1683590400000,26.84,13 42,13 x 5 x 129,B1-wxwbz7umlgps,1683504000000,Paid,2,5427.0,5-ychwg
596,FR,1678147200000,Delivered,18743,5628,773,1678233600000,1677801600000,Europe,aba-rh9jk-9ne9td,1678147200000,40.72,10 18,13 x 5 x 72,C1-avhjytwlvrgd,1677888000000,Paid,1,5628.0,1-her2i
939,CA,1681171200000,Delivered,57080,5971,113,1681257600000,1680566400000,North America,ccc-umij7-5fb16l,1680825600000,171.84,42 96,13 x 50 x 95,C1-d08ywijb4ocx,1680566400000,Paid,1,5971.0,9-ts9iq
958,US,1679270400000,Delivered,78972,5990,506,1679356800000,1677542400000,North America,cbc-3lj36-wxmcqt,1678147200000,12.18,6 09,13 x 6 x 149,B1-wxwbz7umlgps,1677542400000,Paid,2,5990.0,5-1pcpb
728,FR,1691971200000,Delivered,51245,5760,682,1692144000000,1691625600000,Europe,cad-kl9ba-m5mmsv,1692057600000,103.16,25 79,14 x 11 x 129,A1-2c1w6ce1ohxz,1691712000000,Paid,1,5760.0,7-mhupb
709,DE,1695859200000,Delivered,13828,5741,16,1695945600000,1694563200000,Europe,cbc-e7r3p-v36x8d,1695168000000,24.36,12 18,14 x 12 x 98,A1-4mkqxbm6zywt,1694649600000,Paid,2,5741.0,4-sozf3
250,US,1693180800000,Delivered,58628,5282,650,1693353600000,1692662400000,North America,ccc-i7idq-x98ipc,1692748800000,75.56,18 89,14 x 13 x 109,C1-tsvhxparqaho,1692662400000,Paid,1,5282.0,4-ha8a4
167,FR,1674691200000,Delivered,33469,5199,76,1674864000000,1674345600000,Europe,ccc-ure38-bvp1a7,1674864000000,56.2,14 05,14 x 14 x 96,B1-d8gmdfp7zw37,1674345600000,Paid,1,5199.0,2-tjy2u
56,FR,1698883200000,Created,84112,5088,276,1698969600000,1697673600000,Europe,cdc-kgdzr-0n2cax,-9223372036855,51.5,25 75,14 x 16 x 132,B1-t1chme33fr3z,1697760000000,Pending,2,5088.0,7-nhswg
173,JP,1693785600000,Delivered,13474,5205,321,1694131200000,1693267200000,Asia,ccc-nge1c-hqxcv4,1693699200000,57.4,28 7,14 x 18 x 63,C1-8rkv7u4z0qhg,1693267200000,Paid,2,5205.0,2-dbxny
787,IN,1675641600000,Delivered,70521,5819,741,1675728000000,1675036800000,Asia,aba-huw7h-8fspnt,1675468800000,72.68,36 34,14 x 20 x 130,C1-avhjytwlvrgd,1675123200000,Paid,2,5819.0,8-e3ssm
26,JP,1681344000000,Delivered,85627,5058,514,1681344000000,1680220800000,Asia,ccc-km1pj-ma5fgy,1680739200000,81.72,40 86,14 x 27 x 123,A1-easxbkqjrtpf,1680220800000,Paid,2,5058.0,4-twglr
291,AU,1678492800000,Delivered,33659,5323,587,1678665600000,1678147200000,Australia,ccc-eyqqx-dn2z0n,1678665600000,12.64,3 16,14 x 30 x 117,B1-es7kj5egs4m4,1678147200000,Paid,1,5323.0,2-a7q4q
463,IN,1690934400000,Delivered,13514,5495,967,1691280000000,1689206400000,Asia,cad-4ynzb-gxupzn,1689379200000,35.8,17 9,14 x 31 x 101,A1-y5wkiaudmn3w,1689206400000,Paid,2,5495.0,0-6suvb
249,DE,1678838400000,Delivered,74817,5281,134,1679097600000,1678320000000,Europe,aba-qaqsr-akyreh,1678752000000,69.32,34 66,14 x 34 x 58,A1-fbazprbgr4hd,1678320000000,Paid,2,5281.0,2-qmld4
324,GB,1692230400000,Delivered,42527,5356,115,1692316800000,1691798400000,Europe,cdc-ytbam-c1ioc9,1692057600000,74.32,18 58,14 x 35 x 83,C1-cpbugpokl9v7,1691798400000,Paid,1,5356.0,1-flm70
843,FR,1683849600000,Delivered,55514,5875,760,1684281600000,1683417600000,Europe,aba-wrbw5-nj3aze,1683504000000,95.6,47 8,14 x 38 x 74,A1-5kviciks6iea,1683504000000,Paid,2,5875.0,2-67tof
252,CA,1692057600000,Delivered,92123,5284,891,1692316800000,1690848000000,North America,cdc-55bub-ygoj0b,1691280000000,35.32,17 66,14 x 43 x 76,A1-y5wkiaudmn3w,1690848000000,Paid,2,5284.0,7-xmfxs
974,IN,1688860800000,Delivered,60024,6006,12,1688860800000,1687132800000,Asia,ccc-srqka-g3tbqf,1687737600000,5.98,2 99,14 x 46 x 144,A1-2c1w6ce1ohxz,1687219200000,Paid,2,6006.0,5-cooyo
351,AU,1675468800000,Delivered,37915,5383,751,1675555200000,1675123200000,Australia,cdc-61cd8-c7fbms,1675468800000,69.04,34 52,14 x 50 x 99,C1-tk3ygetsueuf,1675123200000,Paid,2,5383.0,7-xyoog
948,GB,1691971200000,Delivered,36261,5980,284,1692144000000,1691712000000,Europe,cdc-xrmll-kbojos,1692144000000,117.64,29 41,15 x 11 x 118,B1-wjunhi3uz4xa,1691712000000,Paid,1,5980.0,7-hmo6v
519,GB,1692057600000,Delivered,58869,5551,764,1692144000000,1689465600000,Europe,cad-wqk2z-mx3ibv,1689552000000,60.4,30 2,15 x 11 x 62,C1-xhs30xusw3qe,1689465600000,Paid,2,5551.0,3-vokxi
615,US,1677628800000,Delivered,11636,5647,178,1677801600000,1677024000000,North America,cdc-emp7z-ecv5bt,1677283200000,55.46,27 73,15 x 14 x 116,A1-fbazprbgr4hd,1677024000000,Paid,2,5647.0,4-ae0xr
434,CA,1685318400000,Delivered,13924,5466,237,1685491200000,1684972800000,North America,cbc-oqw2p-d3n5l9,1685145600000,128.08,32 02,15 x 17 x 135,B1-kxfrpybslkob,1684972800000,Paid,1,5466.0,5-nfraf
729,GB,1694476800000,Delivered,55466,5761,884,1694736000000,1693872000000,Europe,ccc-q6asx-irlqzw,1694217600000,2.56,1 28,15 x 18 x 81,A1-fbazprbgr4hd,1693872000000,Paid,2,5761.0,0-8nxtu
223,CA,1680307200000,Delivered,99387,5255,258,1680566400000,1679184000000,North America,cbc-cifjg-ch9qbg,1679270400000,24.56,12 28,15 x 21 x 85,C1-cpbugpokl9v7,1679184000000,Paid,2,5255.0,0-3gvua
40,CA,1673568000000,Delivered,15868,5072,374,1673568000000,1673395200000,North America,aba-tbnfr-viumwh,1673481600000,74.12,18 53,15 x 21 x 89,C1-tsvhxparqaho,1673395200000,Paid,1,5072.0,3-zbcuz
368,IN,1680998400000,Delivered,78521,5400,847,1681084800000,1680566400000,Asia,ccc-tdiw5-wgfn9f,1680739200000,189.64,47 41,15 x 25 x 119,C1-aplq2jichpem,1680566400000,Paid,1,5400.0,9-dn0yc
